codigo_unico,region,pais,codigo_pais,nombre_subnacional,nombre_nivel,nivel_gobierno,codigo_nivel,gob_regional,gob_local,poblacion,poblacion_anio,urbano,analfabetismo,fin_secundaria_adultos,participacion_mujeres,participacion_hombres,agua_mejorada,saneamiento_mejorado,electricidad,desempleo_adulto,desempleo_adulto_mujer,desempleo_adulto_hombre,recoleccion_residuos,empleo_publico_categoria,etnia_indigena,etnia_afro,tics_computadora,tics_celular,tiene_ods,hogares
ARG062030203,América del Sur,Argentina,ARG,Coronel Suárez,Municipio,Local,2,Buenos Aires,Coronel Suárez,41713,2022,0,0.00941325172964342,0.43203453619659066,0.6765041578346649,0.89386675483551,0.8095308898966619,0.7035908110921121,0.9987361534458404,0.03097530347425701,0.03988912991082188,0.02413538006288145,0.9084894439488552,0.1777264156681467,0.0017223382045929,0.01424843423799582,0.44903724630139025,0.8879637201695041,1,13469
ARG062100210,América del Sur,Argentina,ARG,Chacabuco,Municipio,Local,2,Buenos Aires,Chacabuco,52409,2022,0,0.01600406113070428,0.4259102077283896,0.6231970358607913,0.8720417168070598,0.9053103782735208,0.8523884578079535,0.995756547041707,0.03436762676401193,0.05202250769720777,0.02161913523459061,0.8855480116391853,0.18479331984855557,0.00199166375787939,0.01016364495000307,0.42173860329776913,0.86475509214355,1,16515
ARG062180218,América del Sur,Argentina,ARG,Chascomús,Municipio,Local,2,Buenos Aires,Chascomús,42191,2022,0,0.0103764631445745,0.4633441675695197,0.6471916879987953,0.862454956681745,0.7927785370064016,0.7911961447169675,0.99712292311012,0.05563114134542706,0.0781758957654723,0.03840341363676771,0.8850607782492987,0.23177922314752905,0.00454147645291766,0.01606074224755777,0.4506221678774366,0.8980076242537581,1,13956
ARG062240224,América del Sur,Argentina,ARG,Chivilcoy,Municipio,Local,2,Buenos Aires,Chivilcoy,70554,2022,0,0.01622938606205827,0.44777770097463193,0.6381066506890354,0.8894923751827867,0.8386481330062687,0.6856545834468974,0.9955482874534388,0.06185428686434992,0.0988262910798122,0.0341122592766557,0.8925683655855364,0.2262370771855867,0.00115496870659112,0.00764776575986015,0.4471245571000272,0.8407831380030889,1,22050
ARG062310231,América del Sur,Argentina,ARG,Daireaux,Municipio,Local,2,Buenos Aires,Daireaux,18328,2022,0,0.01385902031063321,0.38766345264826313,0.6234341877047601,0.8765337423312883,0.7932104398612886,0.7868224128490602,0.996897244022632,0.03535288843345715,0.04945904173106646,0.02537182852143482,0.8906734805621463,0.29295383547379383,0.00118420273550831,0.01444727337320149,0.4163168461398065,0.9060047453914948,1,5491
ARG062380238,América del Sur,Argentina,ARG,Dolores,Municipio,Local,2,Buenos Aires,Dolores,31405,2022,0,0.01616447721834253,0.48652732309242,0.6141098484848485,0.8273673521198274,0.7471123944913372,0.6219458018658374,0.9950022212350068,0.04681359986331795,0.06727062451811873,0.03053083768027002,0.9351399378054198,0.4242865137101287,0.00188595518082982,0.012055321351971,0.46557085739671256,0.8582852065748556,1,9026
ARG062450245,América del Sur,Argentina,ARG,Ensenada,Municipio,Local,2,Buenos Aires,Ensenada,63978,2022,0.9953472814990996,0.00848827809215844,0.49411940969361,0.6345027608901779,0.8400289338971734,0.9977600367583712,0.8151168801332491,0.9968985124346678,0.06958032712575077,0.09212376933895922,0.05259323044313439,0.972605099931082,0.401796467282216,0.01119929453262786,0.02199294532627866,0.4799839182126242,0.8536557348802482,1,17437
ARG062520252,América del Sur,Argentina,ARG,Escobar,Municipio,Local,2,Buenos Aires,Escobar,256071,2022,0.9800765426927742,0.01432342235006812,0.4397426877073073,0.6279089986958412,0.8749541674610973,0.25110785326358576,0.633925299037084,0.9971678939126378,0.07041528706949286,0.10216468199021508,0.04735404059875622,0.9683137307166896,0.1420641756559069,0.00409488911040289,0.02304837584998198,0.4650484789924366,0.8872488588278412,1,60065
ARG062600260,América del Sur,Argentina,ARG,Esteban Echeverría,Municipio,Local,2,Buenos Aires,Esteban Echeverría,337880,2022,1,0.01382791720735893,0.427120673263143,0.5950850623656778,0.8616476683937824,0.5070298157142524,0.6585484882991332,0.9985591782668308,0.07522260610657004,0.10653953252890053,0.05290502591732913,0.9506286165787456,0.16454353275860714,0.00392869240629919,0.01970988117615021,0.44508610071808696,0.8527340754339895,1,86088
ARG062660266,América del Sur,Argentina,ARG,Exaltación de la Cruz,Municipio,Local,2,Buenos Aires,Exaltación de la Cruz,40036,2022,0.07249945833267615,0.01720964476348242,0.4219397021431166,0.6664885659328916,0.8983209928042549,0.5696077354136908,0.7346445445555434,0.995934512690913,0.04168069490270015,0.06573673240339907,0.02426282795449268,0.8331136014062843,0.14655048250036007,0.00385841301795,0.01644019459822177,0.4346775079661576,0.8942973299637402,1,9119
ARG062700270,América del Sur,Argentina,ARG,Ezeiza,Municipio,Local,2,Buenos Aires,Ezeiza,198620,2022,0.9999999999629,0.01490521987594954,0.3669211539760827,0.5998649170204554,0.870101796171835,0.1745001123343069,0.6603010559424848,0.9960682992585936,0.07838271785140856,0.12517291298053723,0.04553256843436625,0.9591103122893732,0.2147388002805648,0.00377174244736039,0.01782117790662191,0.3918669961806336,0.8614468658728376,1,44536
ARG062740274,América del Sur,Argentina,ARG,Florencio Varela,Municipio,Local,2,Buenos Aires,Florencio Varela,488103,2022,1,0.01930853962977666,0.3116250728554019,0.5519084421545113,0.8407246551050465,0.7701477501678979,0.5619631684988159,0.9973401435085362,0.08747539436068247,0.12491616814657833,0.06252737136575295,0.9007616724984978,0.18777228807165283,0.00353841930268736,0.02013238568770399,0.3635873599377894,0.8486621186949913,1,113223
ARG062770277,América del Sur,Argentina,ARG,Florentino Ameghino,Municipio,Local,2,Buenos Aires,Florentino Ameghino,10759,2022,0,0.01934795856185252,0.35572012257405516,0.5943293347873501,0.8854128774099672,0.8000669792364368,0.7829872739450771,0.9983255190890824,0.03317768493487343,0.05932721712538226,0.01561216105176663,0.892498325519089,0.2793883402357439,0.00135302739880482,0.00766715525989401,0.4547890154052244,0.8985264567983925,1,2992
ARG062800280,América del Sur,Argentina,ARG,General Alvarado,Municipio,Local,2,Buenos Aires,General Alvarado,45307,2022,0,0.014796297547463,0.47732022820990794,0.5881210551869235,0.8458652884294765,0.896559849198869,0.7748978950675464,0.9953660069117184,0.05902957220786678,0.08847000550357732,0.03794224894057357,0.9385014137606033,0.2400335391417029,0.00482396322675152,0.02053341415365964,0.43316054037071944,0.8779453345900095,1,12798
ARG062870287,América del Sur,Argentina,ARG,General Alvear,Municipio,Local,2,Buenos Aires,General Alvear,10150,2022,0,0.02102481617647059,0.3763768455589407,0.6047843665768194,0.8559892328398385,0.8434099153567111,0.7085852478839177,0.9960701330108828,0.03802719520626872,0.05905292479108635,0.02319182389937106,0.8509673518742442,0.44434602893416,1.7969451931716e-4,0.00925426774483378,0.40114873035066506,0.8993349455864571,1,3321
ARG062940294,América del Sur,Argentina,ARG,General Arenales,Municipio,Local,2,Buenos Aires,General Arenales,16231,2022,0,0.01538201487491548,0.4587507365939894,0.5830082358040746,0.8593231585932316,0.8248545147362494,0.6478318002628121,0.9979350478693448,0.0349809885931559,0.05613382899628252,0.02033462033462033,0.905012201989863,0.2506388415672913,0.00154331342682681,0.01107159632288801,0.4266941993617421,0.8554533508541393,1,5341
ARG063010301,América del Sur,Argentina,ARG,General Belgrano,Municipio,Local,2,Buenos Aires,General Belgrano,20674,2022,0,0.01054994388327721,0.4216393442622951,0.6208388188828287,0.8819444444444444,0.7380159786950732,0.6862516644474035,0.9961717709720372,0.04356662009399213,0.07270524083611027,0.02252843394575678,0.8968042609853528,0.26559893226559894,0.00241865822055859,0.01543334293118341,0.3934753661784288,0.8761651131824234,1,6027
